Id,SalePrice
1461,134132.85633918713
1462,156514.52662600926
1463,186377.55733673018
1464,197441.45560208638
1465,188815.11300373892
1466,181060.36888481048
1467,185986.84558159905
1468,171424.89244247344
1469,198802.86284347274
1470,116573.49818591191
1471,195803.95723005687
1472,108826.13591268891
1473,104962.66952887597
1474,146119.22897335072
1475,110538.98354911129
1476,302732.54348942824
1477,252973.26875183312
1478,281912.14650512
1479,266273.6852337364
1480,405026.0634351191
1481,290250.8737812182
1482,204420.23066554777
1483,182965.22896218905
1484,165265.87045421172
1485,182351.26460034284
1486,205187.88141988474
1487,307026.42166541214
1488,257200.71123681776
1489,197977.50929558487
1490,235670.54258459527
1491,206669.02964318637
1492,87314.89959670953
1493,205683.32506688312
1494,289757.8698943388
1495,277096.69089552644
1496,213888.90421290114
1497,185329.07958854432
1498,159790.27784961602
1499,159012.71855858783
1500,157471.11543495045
1501,204314.3217266444
1502,147201.78207114176
1503,267870.5074986769
1504,236077.1044859509
1505,222645.70316937822
1506,204801.9183738979
1507,260877.56395205064
1508,213803.04867871082
1509,161934.96970756375
1510,150311.7943823838
1511,151185.59291787492
1512,195581.65592875332
1513,159148.6516390934
1514,184272.69530231436
1515,232919.133085232
1516,167368.74558649329
1517,169921.71355495602
1518,141956.61502750195
1519,246155.48470137198
1520,130193.9104233107
1521,132324.13191800565
1522,198984.33249118016
1523,96351.52753130184
1524,111605.89618191659
1525,111242.27340220753
1526,83611.2089003222
1527,102405.3818083317
1528,145630.36715675844
1529,135914.89094663272
1530,210912.13046540157
1531,136559.51371617522
1532,99605.07510642475
1533,150559.52811191254
1534,129256.07350260322
1535,168705.94478467968
1536,106369.97159210034
1537,58219.42084568716
1538,167881.6204648055
1539,207678.365312943
1540,116679.28681799397
1541,155323.6821282229
1542,157197.77723530633
1543,197771.01782532549
1544,61465.65118942782
1545,114918.45530087734
1546,127336.96593711991
1547,141565.75200205133
1548,131547.43359298632
1549,119000.75647494895
1550,126454.80879750871
1551,118983.72300957004
1552,139657.44550454826
1553,155387.16850152588
1554,118467.95596668031
1555,172555.00113217626
1556,76591.95050865784
1557,93329.47997469082
1558,86780.26975313434
1559,91686.23887180886
1560,120748.6106079868
1561,151018.9663467852
1562,130759.41965425969
1563,110981.19188137772
1564,168747.2675557942
1565,142362.34828356397
1566,237836.96899089194
1567,59059.865101196105
1568,225612.26335152937
1569,126288.3444588501
1570,140482.9979776803
1571,111977.30419150763
1572,147653.1321038592
1573,252749.25688731577
1574,129183.82590367668
1575,243858.8644951186
1576,244956.4175120194
1577,201317.73535484495
1578,138185.15742147947
1579,145796.17014396936
1580,208247.0207367402
1581,144109.7675444123
1582,122604.88718634029
1583,307984.8766141769
1584,229472.74204821745
1585,148111.50238737068
1586,57576.43047893932
1587,93384.86467253137
1588,146520.35341478162
1589,104109.33268466918
1590,135316.57578516798
1591,85064.03040058585
1592,131182.61794877495
1593,118432.6996124473
1594,163459.22128288914
1595,115446.98775756499
1596,222829.23338664277
1597,198361.68170452607
1598,201491.73032666207
1599,180790.76992719318
1600,172491.91570018744
1601,29381.67142890254
1602,130206.81374328607
1603,62917.198789855
1604,250517.2763306317
1605,253383.21041082754
1606,165448.2759298773
1607,204812.18654052634
1608,215505.2230829671
1609,194319.73452394176
1610,157825.2694554089
1611,151229.2830802491
1612,184304.59958998812
1613,180886.2957302567
1614,118031.03593129152
1615,81462.59709430672
1616,68694.1282213172
1617,79977.15696257772
1618,126037.51697182306
1619,137174.33655688306
1620,200440.47374291834
1621,151348.22834533267
1622,135588.72423712723
1623,258471.0498184634
1624,217115.99490620825
1625,121989.52406981238
1626,195534.06867850246
1627,196179.28801823012
1628,278797.17692008335
1629,186826.20418699645
1630,312471.4085311098
1631,200879.29195901286
1632,224224.7273937778
1633,172197.58511961577
1634,193331.1955468664
1635,181752.86950680567
1636,164020.83131438657
1637,209859.49758964893
1638,217811.57788768015
1639,200978.92255105567
1640,269872.6071229703
1641,207903.6879196742
1642,229607.93993432773
1643,230253.16871777247
1644,230231.65227352525
1645,237626.4064352347
1646,172209.50458906614
1647,171968.86042542453
1648,135547.54819351714
1649,136256.0212452435
1650,115687.03939373395
1651,124487.79728743783
1652,113266.70259732404
1653,113090.40727866255
1654,146338.95389351482
1655,141628.0245770812
1656,142154.72362382244
1657,147960.01989050675
1658,141384.91371727246
1659,121316.15697882324
1660,165902.50101630087
1661,370874.56761796586
1662,331833.5516228501
1663,325482.6646588603
1664,401617.5354777232
1665,278786.2359618617
1666,298316.1680721482
1667,304927.1886396215
1668,299526.5325631269
1669,270156.01244544564
1670,302101.3622120684
1671,266508.2961485286
1672,378017.69876058283
1673,280672.2147319673
1674,258919.94871305
1675,193325.58395586628
1676,196503.76765014185
1677,207889.14356801356
1678,397543.4484257372
1679,321914.9787969077
1680,276876.41924778745
1681,235248.3479172648
1682,277078.82441901346
1683,190228.36153921043
1684,188966.01334153372
1685,178001.01772761228
1686,169733.58089508652
1687,172937.5218230537
1688,206108.98759841733
1689,197536.5036760145
1690,200786.90629056375
1691,187073.39341025776
1692,252408.0177130245
1693,174787.6148872613
1694,187047.97103358945
1695,172938.4345342447
1696,272630.9023346929
1697,176514.99348099926
1698,321597.5669080182
1699,301929.17840887513
1700,255240.26463361317
1701,274338.7708777366
1702,265064.908404737
1703,255933.7184889249
1704,282795.8166874915
1705,228820.3139790874
1706,365781.2944610086
1707,204035.14642331144
1708,207077.38047326007
1709,264404.7991227107
1710,235817.65570078697
1711,256863.87644492742
1712,258329.56410322944
1713,257545.9603050833
1714,224748.2928962703
1715,209889.79559822287
1716,193138.22147257277
1717,181515.40382330585
1718,157541.24210008
1719,210092.16170423036
1720,252349.54580800282
1721,181978.82648057304
1722,146983.73570128065
1723,172758.84444723814
1724,227442.88209308498
1725,240970.22846480436
1726,197874.88871923764
1727,158209.15891383868
1728,186970.57269048505
1729,172457.60022108327
1730,181391.6441944628
1731,112430.05930588255
1732,126293.03632124863
1733,113568.04472469725
1734,113093.12162866327
1735,129398.21174299042
1736,102779.21085735247
1737,309019.64255054784
1738,234763.89674035762
1739,282878.5647072941
1740,212365.26857695938
1741,198588.3348201895
1742,181206.55010113516
1743,179828.41632176214
1744,285843.9499286439
1745,217662.75518159405
1746,232070.64774892083
1747,229843.13783516432
1748,250506.2987565396
1749,158125.16560182534
1750,156317.47413900495
1751,258529.89663798246
1752,112122.83548609819
1753,155938.5029627683
1754,234072.06734794565
1755,178336.55829776195
1756,119487.51888924278
1757,102035.57339496189
1758,156552.41983407713
1759,178090.89449920808
1760,179550.66706305696
1761,168877.7524403804
1762,188588.41064138268
1763,161697.86043308792
1764,102633.52235277556
1765,204916.51948164357
1766,202184.27172485087
1767,254960.67771074316
1768,133873.98609384848
1769,180403.33586303075
1770,147038.51806775993
1771,120668.89491105359
1772,129147.28417942813
1773,115489.2154203991
1774,175401.6221585204
1775,129887.23328247597
1776,130078.49655139679
1777,88875.7428136894
1778,140239.8879774802
1779,119447.1429931412
1780,184460.85917152767
1781,114139.10811805865
1782,65131.604818284046
1783,145788.47624593158
1784,88446.92014700267
1785,98125.4657073936
1786,142238.17781907017
1787,170197.9473258888
1788,26491.242093392415
1789,89305.16301493556
1790,45960.310215587495
1791,241205.96934413235
1792,178895.38660798315
1793,148588.76523446548
1794,165501.33324014582
1795,132593.81562129525
1796,124472.58111237455
1797,152961.90799212665
1798,104802.00181917963
1799,92311.42294654087
1800,101698.28714847378
1801,124608.39767175773
1802,150993.00376580888
1803,174660.2316634867
1804,140623.88065103884
1805,135745.6443340443
1806,134090.1663033883
1807,151571.85898678307
1808,120013.72480079625
1809,123758.92064608424
1810,139093.57398120966
1811,80893.97167557082
1812,100827.63786747935
1813,122612.55198964919
1814,68185.22404007707
1815,20014.91353585478
1816,76999.87987998477
1817,103130.30565425707
1818,143655.08092078776
1819,121413.98837221577
1820,46064.64787226822
1821,103091.41346139042
1822,153980.3129871497
1823,25228.49050883809
1824,118216.2181773244
1825,127629.30117903836
1826,97902.14504035492
1827,101666.29459185083
1828,126734.82819983992
1829,141908.16920709726
1830,149373.21089870296
1831,168311.69736520736
1832,122162.31942660874
1833,147959.72199832345
1834,130177.30853431998
1835,137014.01329680043
1836,135464.9751121113
1837,86043.55377190933
1838,106851.8147118371
1839,85967.67966030445
1840,149368.69288110756
1841,136307.08541004523
1842,71124.69003323955
1843,145439.5213873128
1844,130358.94948571036
1845,131709.68289195257
1846,146250.46819832548
1847,165449.95688170195
1848,22085.540053453762
1849,120016.29591093608
1850,112956.4194241371
1851,142050.69273669273
1852,109135.84250405035
1853,122216.90650125756
1854,169705.5748913656
1855,162829.19609396486
1856,222371.26431345777
1857,148271.63346431823
1858,170406.88523747795
1859,125326.66458359663
1860,169934.71306178672
1861,124080.39485810231
1862,291453.8247243676
1863,289808.01957835746
1864,289821.89830491017
1865,309357.04892965825
1866,298567.20539008756
1867,238997.07160420204
1868,283796.10355801764
1869,219342.53571585403
1870,239215.07137705735
1871,241954.14216768672
1872,176306.30567427166
1873,225310.15952583984
1874,156234.37595961522
1875,214609.09609876224
1876,208606.1651991133
1877,223854.40532372124
1878,225992.20177663187
1879,123511.77648146194
1880,140872.188728119
1881,262890.6683153312
1882,254940.4557918578
1883,202756.73647232028
1884,215312.33069245308
1885,249599.80017803656
1886,270637.3750071742
1887,229539.5883880281
1888,285483.30228163674
1889,173150.01492038625
1890,124916.37262441847
1891,144563.31456676568
1892,83838.41917247628
1893,132421.57016042317
1894,132774.27239067107
1895,158034.70160364476
1896,114374.36037786747
1897,112656.9184805816
1898,98728.70607281197
1899,141562.99549307255
1900,137021.973323446
1901,153474.47866414185
1902,139746.0119409773
1903,205230.9836742978
1904,124330.35485071153
1905,186168.07419137238
1906,161404.73631569417
1907,214174.47683995962
1908,116602.06985564088
1909,141085.24004927767
1910,128500.46654040623
1911,209781.50204853388
1912,286033.5017199996
1913,151373.15509160818
1914,42118.15506618633
1915,245023.24908910738
1916,22507.23017373681
1917,253650.15530773904
1918,133550.59961266932
1919,180033.57330034394
1920,190935.64590373402
1921,327238.66281256545
1922,293116.3465484013
1923,228239.4766240404
1924,220127.1400794352
1925,222602.7799540523
1926,327155.5817832269
1927,133046.32544162893
1928,176225.841013666
1929,108119.02830307791
1930,135871.10689165257
1931,146873.09268106893
1932,144893.99062972004
1933,190556.50140150636
1934,193035.6334775251
1935,179376.39537167107
1936,192935.11851994996
1937,185172.26336441096
1938,174870.51398113766
1939,227654.43692817888
1940,184363.99613945163
1941,185858.24276029528
1942,195745.04619149398
1943,187923.2653886869
1944,279031.7354462324
1945,305250.475093283
1946,161084.69181464356
1947,258640.6621308669
1948,183373.54381882097
1949,245396.72240965138
1950,201216.91569326608
1951,268427.5039224101
1952,231147.1934838181
1953,192083.06943285582
1954,220304.9140670672
1955,135023.6033665191
1956,337873.19521700824
1957,176260.10611618357
1958,301522.4799948912
1959,151935.38260119478
1960,102885.00711781462
1961,117313.42538061342
1962,108814.43190615065
1963,117817.40373377712
1964,112784.60331205139
1965,137859.07831972186
1966,140792.9625019529
1967,271932.3582061152
1968,343653.2989269872
1969,319651.5454614295
1970,350180.6842887618
1971,390604.41971952165
1972,331203.331923492
1973,256157.33703058632
1974,287402.3005653566
1975,407797.2077539216
1976,277210.69866160187
1977,347105.4369204703
1978,307671.5779333841
1979,289426.4184387161
1980,191836.88368314574
1981,304361.06537728594
1982,217624.33296785923
1983,204897.67845520284
1984,182878.85484579531
1985,227824.4996447137
1986,225133.46096977778
1987,189115.21431930643
1988,179714.42790092016
1989,201027.2561704053
1990,223628.92991293478
1991,209715.43615646218
1992,242850.86552787735
1993,180062.885762078
1994,246785.12172039808
1995,196036.17369621806
