Id,SalePrice
1461,127282.38320266637
1462,152932.60351904557
1463,196545.76181227417
1464,189341.59956403755
1465,170125.42156838553
1466,170738.23766072874
1467,174202.56803436604
1468,161188.38029579326
1469,179116.88266472527
1470,128014.4033993328
1471,196130.2387220715
1472,109354.56291712048
1473,117913.41594607718
1474,151033.02452977042
1475,110167.0681817597
1476,302197.3546958558
1477,229345.58324581105
1478,242994.35757878088
1479,254101.82465452675
1480,534759.5205952689
1481,305539.42129130784
1482,184582.25425308477
1483,181132.24926587287
1484,158327.05557545784
1485,155558.21629698417
1486,187473.10647555214
1487,332421.13302316127
1488,229583.1025124011
1489,179842.20507157457
1490,235683.463047459
1491,186003.5987096751
1492,100528.23525576745
1493,177129.52453287912
1494,272531.8298985494
1495,284765.6051119808
1496,221661.78571530184
1497,186090.4053089653
1498,149919.26499833312
1499,150724.97396540927
1500,154598.34675353876
1501,179076.2295414025
1502,139719.629091951
1503,245126.8568273696
1504,213025.79284310483
1505,216101.50514573313
1506,211370.35973401472
1507,304065.51116300514
1508,216911.24720365996
1509,155529.60922585285
1510,151575.29310947694
1511,154817.83357460584
1512,191935.9749896497
1513,148609.5122719757
1514,187514.6569311116
1515,245730.0231377889
1516,141473.21165373077
1517,155690.6181974402
1518,167773.80413495228
1519,232925.69749369484
1520,135522.0772442612
1521,142270.19444833242
1522,172168.43295733747
1523,121946.29401609974
1524,114532.99130805527
1525,118003.62649733995
1526,117785.64358027458
1527,111749.71195053525
1528,135591.5964579185
1529,139022.27825002256
1530,177970.88614765942
1531,127162.19274897454
1532,84527.25429165734
1533,147560.95508696005
1534,124694.94393613012
1535,171963.7138541807
1536,116325.50164137197
1537,104296.91370671078
1538,133082.04294494493
1539,162710.6720245549
1540,125441.9571880391
1541,141915.6522621331
1542,167325.60727930465
1543,185624.24033677022
1544,88296.70037978649
1545,105830.76077382085
1546,113842.41043960502
1547,128974.76785906448
1548,124441.80534717705
1549,114965.61772612753
1550,134560.57357611292
1551,116542.99375964646
1552,147544.31820596458
1553,115948.14117095438
1554,113941.00774243739
1555,177547.97661462455
1556,100179.36599834205
1557,109536.70321740824
1558,96727.94058914937
1559,106551.65441127865
1560,134963.68673905716
1561,168948.4910567634
1562,128508.56203391394
1563,118624.16145986604
1564,184898.92001868915
1565,142670.56157769953
1566,214047.9139523408
1567,90397.216405237
1568,228226.1972939363
1569,159191.8308303728
1570,121407.16744405696
1571,126340.40344367728
1572,152858.5979945576
1573,243662.9876068855
1574,143576.34386039228
1575,215221.66194586476
1576,231808.85137858
1577,178580.05721394648
1578,124846.68645641947
1579,153268.01617496499
1580,189750.01648124537
1581,140261.14531446205
1582,123292.40717085382
1583,335063.23231386836
1584,224353.7257581051
1585,141747.75857693108
1586,88209.55294427204
1587,98767.35154456597
1588,150050.01290729013
1589,115375.73079372372
1590,135339.17447006013
1591,90953.05099669166
1592,132011.80807522664
1593,104285.44572679965
1594,149724.0217220839
1595,108083.56907562581
1596,208995.30322925595
1597,209637.6269606409
1598,176625.13841940806
1599,150801.1026014784
1600,153138.5592669139
1601,83150.68899341213
1602,118923.05915310557
1603,89250.0101658626
1604,249928.03714575915
1605,231862.1983624592
1606,161095.0857188524
1607,244598.0266491307
1608,193989.19478314518
1609,173830.1211220875
1610,155284.0757077419
